Continent,Country,Date,Title,Region,SoilLEX.Keyword,translated.title,Link
Europe,Greece,5/07/2023,Annexes to the proposal for a Directive of the European Parliament and of the Council   on Soil Monitoring and Resilience  (Soil Monitoring Law),European Union,Soil quality,Annexes to the proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),https://environment.ec.europa.eu/system/files/2023-07/ANNEXES%20to%20the%20proposal%20for%20a%20Directive%20of%20the%20European%20Parliament%20and%20of%20the%20Council_COM_2023_416_final.pdf
Europe,Greece,5/07/2023,Annexes to the proposal for a Directive of the European Parliament and of the Council   on Soil Monitoring and Resilience  (Soil Monitoring Law),European Union,Soil restoration,Annexes to the proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),https://environment.ec.europa.eu/system/files/2023-07/ANNEXES%20to%20the%20proposal%20for%20a%20Directive%20of%20the%20European%20Parliament%20and%20of%20the%20Council_COM_2023_416_final.pdf
South America,Colombia,20/01/2011,Decreto Nş 125 - Crea el Programa Especial de Reforestación.,National,Soil restoration,Decree No. 125 - Creates the Special Reforestation Program.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC100309/
North America,Mexico,9/02/2011,Decreto por el que se reforman y adicionan diversas disposiciones del Reglamento de la Ley General del Equilibrio Ecológico y la Protección al Ambiente en Materia de Evaluación del Impacto Ambiental.,National,Soil monitoring,Decree by which various provisions of the Regulation of the General Law of Ecological Balance and Environmental Protection in Matters of Environmental Impact Assessment are reformed and added.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC139403/
North America,Mexico,9/02/2011,Decreto por el que se reforman y adicionan diversas disposiciones del Reglamento de la Ley General del Equilibrio Ecológico y la Protección al Ambiente en Materia de Evaluación del Impacto Ambiental.,National,Soil pollution,Decree by which various provisions of the Regulation of the General Law of Ecological Balance and Environmental Protection in Matters of Environmental Impact Assessment are reformed and added.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC139403/
North America,Mexico,9/02/2011,Decreto por el que se reforman y adicionan diversas disposiciones del Reglamento de la Ley General del Equilibrio Ecológico y la Protección al Ambiente en Materia de Evaluación del Impacto Ambiental.,National,Soil quality,Decree by which various provisions of the Regulation of the General Law of Ecological Balance and Environmental Protection in Matters of Environmental Impact Assessment are reformed and added.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC139403/
Europe,Greece,5/07/2023,Proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),European Union,Soil restoration,Proposal for a Directive of the European Parliament and of the Council on Soil Monitoring and Resilience (Soil Monitoring Law),https://environment.ec.europa.eu/system/files/2023-07/Proposal%20for%20a%20DIRECTIVE%20OF%20THE%20EUROPEAN%20PARLIAMENT%20AND%20OF%20THE%20COUNCIL%20on%20Soil%20Monitoring%20and%20Resilience_COM_2023_416_final.pdf
Europe,Hungary,27/06/1994,Act No. LV of 1994 on Cultivated Soil.,National,Soil conservation,Act No. LV of 1994 on Cultivated Soil.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197042/ 
Europe,Hungary,27/06/1994,Act No. LV of 1994 on Cultivated Soil.,National,Soil erosion,Act No. LV of 1994 on Cultivated Soil.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197042/ 
Europe,Hungary,27/06/1994,Act No. LV of 1994 on Cultivated Soil.,National,Waterlogging,Act No. LV of 1994 on Cultivated Soil.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197042/ 
Europe,Hungary,22/06/1995,Act No. LIII of 1995 on the General Rules of Environmental Protection.,National,Soil conservation,Act No. LIII of 1995 on the General Rules of Environmental Protection.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC006567/
Europe,Hungary,22/06/1995,Act No. LIII of 1995 on the General Rules of Environmental Protection.,National,Soil monitoring,Act No. LIII of 1995 on the General Rules of Environmental Protection.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC006567/
Asia,Yemen,30/03/2011,Law No.7 of 2011 on the Plant Quarantine.,National,Soil biodiversity loss,Law No.7 of 2011 on the Plant Quarantine.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC159259/
Asia,Yemen,30/03/2011,Law No.7 of 2011 on the Plant Quarantine.,National,Soil pollution,Law No.7 of 2011 on the Plant Quarantine.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC159259/
Asia,Yemen,30/03/2011,Law No.7 of 2011 on the Plant Quarantine.,National,Soil restoration,Law No.7 of 2011 on the Plant Quarantine.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC159259/
Asia,Nepal,1/04/2011,Priority Framework for Action Climate Change Adaptation and Disaster Risk Management in Agriculture.,National,Nutrient Imbalance,Priority Framework for Action Climate Change Adaptation and Disaster Risk Management in Agriculture.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC169690/
Asia,Nepal,1/04/2011,Priority Framework for Action Climate Change Adaptation and Disaster Risk Management in Agriculture.,National,Soil conservation,Priority Framework for Action Climate Change Adaptation and Disaster Risk Management in Agriculture.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC169690/
Asia,Nepal,1/04/2011,Priority Framework for Action Climate Change Adaptation and Disaster Risk Management in Agriculture.,National,Soil erosion,Priority Framework for Action Climate Change Adaptation and Disaster Risk Management in Agriculture.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC169690/
Asia,Armenia,11/04/2011,"Law No. HO-82-N \On environmental control\"".""",National,Nutrient Imbalance,"Law No. HO-82-N \On environmental control\"".""",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC179267/
Asia,Armenia,11/04/2011,"Law No. HO-82-N \On environmental control\"".""",National,Soil quality,"Law No. HO-82-N \On environmental control\"".""",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC179267/
Asia,Armenia,11/04/2011,"Law No. HO-82-N \On environmental control\"".""",National,Soil sealing,"Law No. HO-82-N \On environmental control\"".""",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC179267/
South America,Brazil,19/04/2011,"Law No. 803 establishing the Incentives Programme for the improvement of agricultural soils aiming to develop plant production, especially grains.",Roraima,Nutrient Imbalance,"Law No. 803 establishing the Incentives Programme for the improvement of agricultural soils aiming to develop plant production, especially grains.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC175253/
Europe,Hungary,22/06/1995,Act No. LIII of 1995 on the General Rules of Environmental Protection.,National,Soil pollution,Act No. LIII of 1995 on the General Rules of Environmental Protection.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC006567/
Europe,Hungary,5/04/1996,Act XXI of 1996 on Regional development and Regional Planning.,National,Soil sealing,Act XXI of 1996 on Regional development and Regional Planning.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC011620/ 
Europe,Hungary,24/07/1997,Act LXXVIII of 1997 on the Development and Protection of the Built Environment.,National,Soil sealing,Act LXXVIII of 1997 on the Development and Protection of the Built Environment.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC011532/
North America,Canada,13/05/2011,"Topsoil Preservation Act (R.S.N.B. 2011, c. 230).",New Brunswick,Soil conservation,"Topsoil Preservation Act (R.S.N.B. 2011, c. 230).",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC110708/
North America,Canada,13/05/2011,"Topsoil Preservation Act (R.S.N.B. 2011, c. 230).",New Brunswick,Soil monitoring,"Topsoil Preservation Act (R.S.N.B. 2011, c. 230).",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC110708/
North America,Panama,23/05/2011,Ley Nş 55 - Código Agrario de la República de Panamá.,National,Nutrient Imbalance,Law No. 55 - Agrarian Code of the Republic of Panama.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC103018/
North America,Panama,23/05/2011,Ley Nş 55 - Código Agrario de la República de Panamá.,National,Soil conservation,Law No. 55 - Agrarian Code of the Republic of Panama.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC103018/
North America,Panama,23/05/2011,Ley Nş 55 - Código Agrario de la República de Panamá.,National,Soil quality,Law No. 55 - Agrarian Code of the Republic of Panama.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC103018/
Africa,Ethiopia,3/06/2011,Afar National Regional State Rural Lands Administration and Use Proclamation No. 49/2009.,Afar,Soil conservation,Afar National Regional State Rural Lands Administration and Use Proclamation No. 49/2009.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC164826/
Africa,Ethiopia,3/06/2011,Afar National Regional State Rural Lands Administration and Use Proclamation No. 49/2009.,Afar,Soil erosion,Afar National Regional State Rural Lands Administration and Use Proclamation No. 49/2009.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC164826/
Asia,Turkey,17/06/2011,Notification on issuance of qualification certificates in accordance with the Regulation regarding point source land pollution and soil contamination control.,National,Soil monitoring,Notification on issuance of qualification certificates in accordance with the Regulation regarding point source land pollution and soil contamination control.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC130482/
Asia,Turkey,17/06/2011,Notification on issuance of qualification certificates in accordance with the Regulation regarding point source land pollution and soil contamination control.,National,Soil pollution,Notification on issuance of qualification certificates in accordance with the Regulation regarding point source land pollution and soil contamination control.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC130482/
Asia,Turkey,17/06/2011,Notification on issuance of qualification certificates in accordance with the Regulation regarding point source land pollution and soil contamination control.,National,Soil restoration,Notification on issuance of qualification certificates in accordance with the Regulation regarding point source land pollution and soil contamination control.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC130482/
North America,Nicaragua,21/06/2011,Ley de Fomento A La Produccion Agroecologica U Organica (2011),National,Soil conservation,Law for the Promotion of Agroecological or Organic Production (2011),https://www.fao.org/faolex/results/details/en/c/LEX-FAOC145378/
South America,Bolivia,26/06/2011,Ley Nş 144 - Ley de la revolución productiva comunitaria agropecuaria.,National,Nutrient Imbalance,Law No. 144 - Law of the agricultural community productive revolution.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC120110/
South America,Bolivia,26/06/2011,Ley Nş 144 - Ley de la revolución productiva comunitaria agropecuaria.,National,Soil conservation,Law No. 144 - Law of the agricultural community productive revolution.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC120110/
North America,Trinidad and Tobago,1/07/2011,National Climate Change Policy.,National,Nutrient Imbalance,National Climate Change Policy.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC175593/
North America,Trinidad and Tobago,1/07/2011,National Climate Change Policy.,National,Soil biodiversity loss,National Climate Change Policy.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC175593/
North America,Trinidad and Tobago,1/07/2011,National Climate Change Policy.,National,Soil organic carbon loss,National Climate Change Policy.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC175593/
Europe,Hungary,3/04/2001,Rules about Agricultural Utilization of Sewage Sludge and Waste Water,National,Soil pollution,Rules about Agricultural Utilization of Sewage Sludge and Waste Water,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC147212/
Europe,Hungary,1/01/2003,Act No. LXXXIX of 2003 on Environmental Pollution Charges.,National,Soil pollution,Act No. LXXXIX of 2003 on Environmental Pollution Charges.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197043/ 
Europe,Hungary,21/07/2004,Decree No. 219 of 2004 (VII. 21.) Korm. of the Government on the protection of underground waters.,National,Soil conservation,Decree No. 219 of 2004 (VII. 21.) Korm. of the Government on the protection of underground waters.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC122044/
Africa,Congo,24/09/2012,Loi n° 26 - 2012 du 24 septembre 2012 portant création de l'Institut National de Recherche en Sciences Exactes et Naturelles.,National,Soil organic carbon loss,"Law No. 26 - 2012 of September 24, 2012 creating the National Institute for Research in Exact and Natural Sciences.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109798/
Africa,Congo,26/04/2017,"Arręté n° 3311 du 26 avril 2017 portant création, attributions et organisation du laboratoire de science du sol.",National,Soil monitoring,"Order No. 3311 of April 26, 2017 establishing the creation, responsibilities and organization of the soil science laboratory.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109798/
Africa,Congo,26/04/2017,"Arręté n° 3311 du 26 avril 2017 portant création, attributions et organisation du laboratoire de science du sol.",National,Soil organic carbon loss,"Order No. 3311 of April 26, 2017 establishing the creation, responsibilities and organization of the soil science laboratory.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC046321/
South America,Peru,21/07/2011,Ley Nş 29763 - Ley Forestal y de Fauna Silvestre y sus Reglamentos.,National,Soil conservation,Law Nş 29763 - Forestry and Wildlife Law and its Regulations.,https://www.fao.org/faolex/results/details/es/c/LEX-FAOC104648/
South America,Peru,21/07/2011,Ley Nş 29763 - Ley Forestal y de Fauna Silvestre y sus Reglamentos.,National,Soil monitoring,Law Nş 29763 - Forestry and Wildlife Law and its Regulations.,https://www.fao.org/faolex/results/details/es/c/LEX-FAOC104648/
South America,Peru,21/07/2011,Ley Nş 29763 - Ley Forestal y de Fauna Silvestre y sus Reglamentos.,National,Soil restoration,Law Nş 29763 - Forestry and Wildlife Law and its Regulations.,https://www.fao.org/faolex/results/details/es/c/LEX-FAOC104648/
Europe,Hungary,21/07/2004,Decree No. 219 of 2004 (VII. 21.) Korm. of the Government on the protection of underground waters.,National,Waterlogging,Decree No. 219 of 2004 (VII. 21.) Korm. of the Government on the protection of underground waters.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC122044/
Europe,Hungary,1/01/2005,Decree No. 14/2005. (VI. 28.) KvVM on Rules Concerning the Screening Surveys of Remedial Site Investigation.,National,Soil monitoring,Decree No. 14/2005. (VI. 28.) KvVM on Rules Concerning the Screening Surveys of Remedial Site Investigation.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197101/
Europe,Hungary,1/01/2005,Decree No. 14/2005. (VI. 28.) KvVM on Rules Concerning the Screening Surveys of Remedial Site Investigation.,National,Soil restoration,Decree No. 14/2005. (VI. 28.) KvVM on Rules Concerning the Screening Surveys of Remedial Site Investigation.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197101/
Europe,Hungary,11/01/2005,Decree No. 2 of 2005 (I. 11.) Korm. of the Government on the assessment of the effects of certain plans and programmes on the environment.,National,Soil conservation,Decree No. 2 of 2005 (I. 11.) Korm. of the Government on the assessment of the effects of certain plans and programmes on the environment.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC138917/
Europe,Hungary,25/12/2005,Governmental Decree No. 314/2005 (XII.25.) regarding the procedures of environmental impact assessment and the single procedure of authorization of utilization of the environment.,National,Soil conservation,Governmental Decree No. 314/2005 (XII.25.) regarding the procedures of environmental impact assessment and the single procedure of authorization of utilization of the environment.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109029/
Europe,Hungary,1/01/2006,"Decree No. 37/2006. (V. 18.) FVM on the placing on the market and control of fertilizers marked \EC fertilizer\"".""",National,Nutrient Imbalance,"Decree No. 37/2006. (V. 18.) FVM on the placing on the market and control of fertilizers marked \EC fertilizer\"".""",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197202/
Africa,Senegal,1/08/2011,Arręté Ministériel N°8079 MEPN/DCS du 1er aoűt 2011 portant création et organisation du Comité conjoint de Coordination du Projet de Renforcement des Capacités pour le Contrôle de la Dégradation des Terres et la Promotion de leur Valorisation dans les zones de sols dégradés.,National,Salinisation,"Ministerial Order No. 8079 MEPN/DCS of August 1, 2011 establishing and organizing the Joint Coordination Committee of the Capacity Building Project for the Control of Land Degradation and the Promotion of their Valorization in areas of degraded soil.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC131202/
Africa,Senegal,1/08/2011,Arręté Ministériel N°8079 MEPN/DCS du 1er aoűt 2011 portant création et organisation du Comité conjoint de Coordination du Projet de Renforcement des Capacités pour le Contrôle de la Dégradation des Terres et la Promotion de leur Valorisation dans les zones de sols dégradés.,National,Soil conservation,"Ministerial Order No. 8079 MEPN/DCS of August 1, 2011 establishing and organizing the Joint Coordination Committee of the Capacity Building Project for the Control of Land Degradation and the Promotion of their Valorization in areas of degraded soil.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC131202/
Europe,Hungary,1/01/2006,"Decree No. 37/2006. (V. 18.) FVM on the placing on the market and control of fertilizers marked \EC fertilizer\"".""",National,Salinisation,"Decree No. 37/2006. (V. 18.) FVM on the placing on the market and control of fertilizers marked \EC fertilizer\"".""",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197202/
Europe,Hungary,1/01/2006,"Decree No. 37/2006. (V. 18.) FVM on the placing on the market and control of fertilizers marked \EC fertilizer\"".""",National,Soil pollution,"Decree No. 37/2006. (V. 18.) FVM on the placing on the market and control of fertilizers marked \EC fertilizer\"".""",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197202/
Europe,Hungary,7/02/2006,Decree No. 27 of 2006 (II. 7.) Korm of the Government on the protection of waters against pollution caused by nitrates from agricultural sources.,National,Soil pollution,Decree No. 27 of 2006 (II. 7.) Korm of the Government on the protection of waters against pollution caused by nitrates from agricultural sources.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC124552/
Europe,Hungary,18/05/2006,"Rules about Authorization, Storage, Marketing and Utilization of Fertilising Products",National,Nutrient Imbalance,"Rules about Authorization, Storage, Marketing and Utilization of Fertilising Products",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC124336/
Europe,Hungary,18/05/2006,"Rules about Authorization, Storage, Marketing and Utilization of Fertilising Products",National,Salinisation,"Rules about Authorization, Storage, Marketing and Utilization of Fertilising Products",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC124336/
Europe,Hungary,18/05/2006,"Rules about Authorization, Storage, Marketing and Utilization of Fertilising Products",National,Soil pollution,"Rules about Authorization, Storage, Marketing and Utilization of Fertilising Products",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC124336/
Europe,Hungary,10/05/2007,Decree No. 18 of 2007 (V. 10.) KvVM of the Ministry of Environmental Protection and Water concerning data provision to the environmental protection registration system of groundwaters and geological resources.,National,Soil monitoring,Decree No. 18 of 2007 (V. 10.) KvVM of the Ministry of Environmental Protection and Water concerning data provision to the environmental protection registration system of groundwaters and geological resources.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC139781/
Europe,Hungary,30/11/2007,Act No. CXXIX of 2007 on the protection of arable land.,National,Soil conservation,Act No. CXXIX of 2007 on the protection of arable land.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC097377/
North America,Grenada,1/10/2011,Land and Marine Management Strategy for Grenada.,National,Soil conservation,Land and Marine Management Strategy for Grenada.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC149546/
Oceania,New Zealand,10/10/2011,"Resource Management (National Environmental Standard for Assessing and Managing Contaminants in Soil to Protect Human Health) Regulations, 2011.",National,Soil monitoring,"Resource Management (National Environmental Standard for Assessing and Managing Contaminants in Soil to Protect Human Health) Regulations, 2011.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC108005/
Oceania,New Zealand,10/10/2011,"Resource Management (National Environmental Standard for Assessing and Managing Contaminants in Soil to Protect Human Health) Regulations, 2011.",National,Soil pollution,"Resource Management (National Environmental Standard for Assessing and Managing Contaminants in Soil to Protect Human Health) Regulations, 2011.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC108005/
Oceania,New Zealand,10/10/2011,"Resource Management (National Environmental Standard for Assessing and Managing Contaminants in Soil to Protect Human Health) Regulations, 2011.",National,Soil restoration,"Resource Management (National Environmental Standard for Assessing and Managing Contaminants in Soil to Protect Human Health) Regulations, 2011.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC108005/
Europe,Hungary,30/11/2007,Act No. CXXIX of 2007 on the protection of arable land.,National,Soil erosion,Act No. CXXIX of 2007 on the protection of arable land.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC097377/
Europe,Hungary,30/11/2007,Act No. CXXIX of 2007 on the protection of arable land.,National,Waterlogging,Act No. CXXIX of 2007 on the protection of arable land.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC097377/
Europe,Hungary,1/01/2008,Decree of the Ministry of Agriculture No. 90/2008. (VII. 18.) on detailed rules for drawing up the soil protection plan.,National,Salinisation,Decree of the Ministry of Agriculture No. 90/2008. (VII. 18.) on detailed rules for drawing up the soil protection plan.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197162/
South America,Chile,24/10/2011,Decreto Nş 51 – Fija Reglamento de la Ley Nş 20.412 que establece un sistema de incentivos para la sustentabilidad agroambiental de los suelos agropecuarios.,National,Nutrient Imbalance,"Decree No. 51 – Establishes Regulations of Law No. 20,412 that establishes a system of incentives for the agro-environmental sustainability of agricultural lands.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC161633
South America,Chile,24/10/2011,Decreto Nş 51 – Fija Reglamento de la Ley Nş 20.412 que establece un sistema de incentivos para la sustentabilidad agroambiental de los suelos agropecuarios.,National,Soil acidification,"Decree No. 51 – Establishes Regulations of Law No. 20,412 that establishes a system of incentives for the agro-environmental sustainability of agricultural lands.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC161633
South America,Chile,24/10/2011,Decreto Nş 51 – Fija Reglamento de la Ley Nş 20.412 que establece un sistema de incentivos para la sustentabilidad agroambiental de los suelos agropecuarios.,National,Soil conservation,"Decree No. 51 – Establishes Regulations of Law No. 20,412 that establishes a system of incentives for the agro-environmental sustainability of agricultural lands.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC161633
Europe,Hungary,1/01/2008,Decree of the Ministry of Agriculture No. 90/2008. (VII. 18.) on detailed rules for drawing up the soil protection plan.,National,Soil conservation,Decree of the Ministry of Agriculture No. 90/2008. (VII. 18.) on detailed rules for drawing up the soil protection plan.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197162/
South America,Colombia,28/11/2011,Ley Nş 1454 - Normas orgánicas sobre ordenamiento territorial.,National,Soil sealing,Law Nş 1454 - Organic regulations on territorial planning.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC103931/
North America,Mexico,8/12/2011,"Modificación de la Norma Oficial Mexicana NOM-077-FITO-2000, Por la que se establecen los requisitos y especificaciones para la realización de estudios de efectividad biológica de los insumos de nutrición vegetal.",National,Nutrient Imbalance,"Modification of the Official Mexican Standard NOM-077-FITO-2000, which establishes the requirements and specifications for carrying out biological effectiveness studies of plant nutrition inputs.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC108784/
North America,Mexico,8/12/2011,"Modificación de la Norma Oficial Mexicana NOM-077-FITO-2000, Por la que se establecen los requisitos y especificaciones para la realización de estudios de efectividad biológica de los insumos de nutrición vegetal.",National,Soil monitoring,"Modification of the Official Mexican Standard NOM-077-FITO-2000, which establishes the requirements and specifications for carrying out biological effectiveness studies of plant nutrition inputs.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC108784/
Europe,Hungary,1/01/2008,Decree of the Ministry of Agriculture No. 90/2008. (VII. 18.) on detailed rules for drawing up the soil protection plan.,National,Soil erosion,Decree of the Ministry of Agriculture No. 90/2008. (VII. 18.) on detailed rules for drawing up the soil protection plan.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197162/
Africa,Senegal,15/12/2011,Arręté ministériel n° 14242 en date du 15 décembre 2011 portant organisation et fonctionnement de la Direction de la Conservation des Sols.,National,Soil conservation,"Ministerial Order No. 14242 dated December 15, 2011 relating to the organization and operation of the Soil Conservation Department.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC131061/
Asia,Armenia,17/12/2011,Subsoil Code (Law No. HO-280-N),National,Soil conservation,Subsoil Code (Law No. HO-280-N),https://www.fao.org/faolex/results/details/en/c/LEX-FAOC185554
Asia,Armenia,17/12/2011,Subsoil Code (Law No. HO-280-N),National,Soil quality,Subsoil Code (Law No. HO-280-N),https://www.fao.org/faolex/results/details/en/c/LEX-FAOC185554
Asia,Armenia,17/12/2011,Subsoil Code (Law No. HO-280-N),National,Soil restoration,Subsoil Code (Law No. HO-280-N),https://www.fao.org/faolex/results/details/en/c/LEX-FAOC185554
Europe,Hungary,1/01/2008,"Decree No. 59/2008. (IV. 29.) of the Ministry of Agriculture laying down Rules for Action Program against Agricultural Nitrate Pollution, Data Reporting and Record Keeping.",National,Soil monitoring,"Decree No. 59/2008. (IV. 29.) of the Ministry of Agriculture laying down Rules for Action Program against Agricultural Nitrate Pollution, Data Reporting and Record Keeping.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197200/
Africa,Congo,26/04/2017,"Arręté n° 3311 du 26 avril 2017 portant création, attributions et organisation du laboratoire de science du sol.",National,Soil quality,"Order No. 3311 of April 26, 2017 establishing the creation, responsibilities and organization of the soil science laboratory.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109785/
Africa,Dem. Rep. Congo,26/11/1958,Décret du 26 novembre 1958 portant Conservation et utilisation .,National,Nutrient Imbalance,"Decree of November 26, 1958 relating to Conservation and use.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109785/
Africa,Niger,1/01/2012,Plan Forestier National NIGER (2012-2021),National,Nutrient Imbalance,Plan Forestier National NIGER (2012-2021),https://www.fao.org/faolex/results/details/en/c/LEX-FAOC143427/
North America,Trinidad and Tobago,1/01/2012,National Food Production Action Plan 2012-2015,National,Nutrient Imbalance,National Food Production Action Plan 2012-2015,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC180158/
Europe,Hungary,1/01/2008,"Decree No. 59/2008. (IV. 29.) of the Ministry of Agriculture laying down Rules for Action Program against Agricultural Nitrate Pollution, Data Reporting and Record Keeping.",National,Soil pollution,"Decree No. 59/2008. (IV. 29.) of the Ministry of Agriculture laying down Rules for Action Program against Agricultural Nitrate Pollution, Data Reporting and Record Keeping.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197200/
Europe,Hungary,1/01/2008,"Decree No. 59/2008. (IV. 29.) of the Ministry of Agriculture laying down Rules for Action Program against Agricultural Nitrate Pollution, Data Reporting and Record Keeping.",National,Soil quality,"Decree No. 59/2008. (IV. 29.) of the Ministry of Agriculture laying down Rules for Action Program against Agricultural Nitrate Pollution, Data Reporting and Record Keeping.",https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197200/
North America,Trinidad and Tobago,1/01/2012,National Food Production Action Plan 2012-2015,National,Soil conservation,National Food Production Action Plan 2012-2015,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC180158/
Europe,Hungary,1/01/2009,Decree No. 6/2009. (IV. 14.) on Protection of Geological Medium and Groundwater against Pollution.,National,Soil conservation,Decree No. 6/2009. (IV. 14.) on Protection of Geological Medium and Groundwater against Pollution.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197100/
Africa,Ghana,1/01/2012,National Environmental Policy.,National,Soil erosion,National Environmental Policy.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC174489/
Africa,Niger,1/01/2012,Plan Forestier National NIGER (2012-2021),National,Soil erosion,Plan Forestier National NIGER (2012-2021),https://www.fao.org/faolex/results/details/en/c/LEX-FAOC143427/
Africa,Niger,1/01/2012,Stratégie pour la sécurité et le développement des zones Sahélo-Sahariennes.,National,Soil erosion,Strategy for the security and development of the Sahelo-Saharan zones.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC147222/
Europe,Hungary,1/01/2009,Decree No. 6/2009. (IV. 14.) on Protection of Geological Medium and Groundwater against Pollution.,National,Soil pollution,Decree No. 6/2009. (IV. 14.) on Protection of Geological Medium and Groundwater against Pollution.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197100/
Africa,Ghana,1/01/2012,National Environmental Policy.,National,Soil pollution,National Environmental Policy.,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC174489/
